?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/WBls_0000602>	"The time period encompassing the 491st minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000185>	"The time period encompassing the 74th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000269>	"The time period encompassing the 158th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000019>	"The C. elegans life stage spanning 460-520min after first cleavage at 20 Centigrade. Cell number remains at ~560 cells, with some new cells generated and some cells go through programmed cell death. The shape of embryo is elongated and double fold. A stage between 1.5-fold embryo and 3-fold embryo."	
<http://purl.obolibrary.org/obo/WBls_0000191>	"The time period encompassing the 80th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000174>	"The time period encompassing the 63rd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000139>	"The time period encompassing the 28th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000344>	"The time period encompassing the 233rd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000240>	"The time period encompassing the 129th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000492>	"The time period encompassing the 381st minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000707>	"A sac-like secondary larval stage. The miracidium transforms into a primary (mother) sporocyst; germ cells within the primary sporocyst begin dividing to produce secondary (daughter) sporocysts, which migrate to the snail hepatopancreas; once at the hepatopancreas, germ cells within the secondary sporocyst begin to divide again, this time producing cercariae."	
<http://purl.obolibrary.org/obo/WBls_0000436>	"The time period encompassing the 325th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000352>	"The time period encompassing the 241st minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000321>	"The time period encompassing the 210th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000342>	"The time period encompassing the 231st minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000359>	"The time period encompassing the 248th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/PATO_0000001>	"A dependent entity that inheres in a bearer by virtue of how the bearer is related to other entities"	
<http://purl.obolibrary.org/obo/WBls_0000138>	"The time period encompassing the 27th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000414>	"The time period encompassing the 303rd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/BFO_0000016>		
<http://purl.obolibrary.org/obo/WBls_0000394>	"The time period encompassing the 283rd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000327>	"The time period encompassing the 216th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000244>	"The time period encompassing the 133rd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000504>	"The time period encompassing the 393rd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000655>	"The time period encompassing the 544th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000596>	"The time period encompassing the 485th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000513>	"The time period encompassing the 402nd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000009>	"The C. elegans life stage spanning 100-105 min after first cleaveage at 20 Centigrade. Contains 28 cells."	
<http://purl.obolibrary.org/obo/WBls_0000073>	"The fourth stage larva male. At 25 Centigrade, it ranges 40-49.5 hours after fertilization, 26-35.5 hours after hatch."	
<http://purl.obolibrary.org/obo/WBls_0000491>	"The time period encompassing the 380th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000218>	"The time period encompassing the 107th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000681>	"The Strongyloides life-cycle stage during which a female adult worm produces larval progeny parthenogenetically within the host organism."	
<http://purl.obolibrary.org/obo/WBls_0000262>	"The time period encompassing the 151st minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000645>	"The time period encompassing the 534th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000503>	"The time period encompassing the 392nd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000690>	"The eighth sub-stage of the L4 larva. vulFs have migrated closer such that the lumen is narrowed in the dorsal section. The approximate cutoff is when the width of the channel is less than the width of the vulD nucleus. At 20 Centigrade: 42.3 hours after hatching, 8.3 hours from the L3-to-L4 molt."	
<http://purl.obolibrary.org/obo/WBls_0000279>	"The time period encompassing the 168th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000045>	"The stage during L1-L2d molt, after the brief lethargus period, when an animal sheds off old cuticle."	
<http://purl.obolibrary.org/obo/WBls_0000335>	"The time period encompassing the 224th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000263>	"The time period encompassing the 152nd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000059>	"The nematode life-cycle stage that occurs entirely or partially within a host or vector organism."	
<http://purl.obolibrary.org/obo/WBls_0000230>	"The time period encompassing the 119th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
